user_i,tweet_id,user_j
twitter/2385106262,twitter/1188019747129921536,twitter/2878700520
twitter/2385106262,twitter/1188019747129921536,twitter/2878700520
twitter/39366506,twitter/1205356610488430592,twitter/39366506
twitter/39366506,twitter/1205356610488430592,twitter/39366506
twitter/92239108,twitter/1410518344680329216,twitter/92239108
twitter/92239108,twitter/1410518344680329216,twitter/92239108
twitter/1320285523647184896,twitter/1418933678198099980,twitter/1320285523647184896
twitter/1320285523647184896,twitter/1418933678198099980,twitter/1320285523647184896
twitter/15201979,twitter/1523293259505623041,twitter/15201979
twitter/15201979,twitter/1523293259505623041,twitter/15201979
twitter/1263524305977122823,twitter/1827244002917171529,twitter/1379705059307569152
twitter/1263524305977122823,twitter/1827244002917171529,twitter/1379705059307569152
twitter/1373995125664227328,twitter/1857887179680195064,twitter/1383108681135378432
twitter/1373995125664227328,twitter/1857887179680195064,twitter/1383108681135378432
twitter/2460279166,twitter/1861110868039119312,twitter/36163784
twitter/2460279166,twitter/1861110868039119312,twitter/36163784
twitter/1773101145767972864,twitter/1863507343826108544,twitter/226273941
twitter/1773101145767972864,twitter/1863507343826108544,twitter/226273941
twitter/156972610,twitter/1871621308712157471,twitter/22168210
twitter/156972610,twitter/1871621308712157471,twitter/22168210
twitter/1118560896450646016,twitter/1884969090227515610,twitter/1118560896450646016
twitter/1118560896450646016,twitter/1884969090227515610,twitter/1118560896450646016
twitter/1600956195770023936,twitter/1897411941917974734,twitter/43409523
twitter/1600956195770023936,twitter/1897411941917974734,twitter/43409523
twitter/1634365835757367296,twitter/1901782388612759563,twitter/1820257325573431296
twitter/1634365835757367296,twitter/1901782388612759563,twitter/1820257325573431296
twitter/1663997804602355713,twitter/1924641763417084065,twitter/1876155543787859968
twitter/1663997804602355713,twitter/1924641763417084065,twitter/1876155543787859968
twitter/1781187929538527232,twitter/1929819749992804809,twitter/3310056226
twitter/1781187929538527232,twitter/1929819749992804809,twitter/3310056226
