user_i,tweet_id,user_j
twitter/328576792,twitter/1352921650124247040,twitter/328576792
twitter/328576792,twitter/1352921650124247040,twitter/328576792
twitter/962986011256004608,twitter/1403305446803443717,twitter/962986011256004608
twitter/962986011256004608,twitter/1403305446803443717,twitter/962986011256004608
twitter/1415161108516597766,twitter/1522077455845974017,twitter/1415161108516597766
twitter/1415161108516597766,twitter/1522077455845974017,twitter/1415161108516597766
twitter/121963311,twitter/1605533627860652032,twitter/2229225541
twitter/121963311,twitter/1605533627860652032,twitter/2229225541
twitter/1611330764888739841,twitter/1619499729016221696,twitter/948428960483876864
twitter/1611330764888739841,twitter/1619499729016221696,twitter/948428960483876864
twitter/1685873604,twitter/1706683384498356379,twitter/29575129
twitter/1685873604,twitter/1706683384498356379,twitter/29575129
twitter/855036990,twitter/1711840820616167610,twitter/855036990
twitter/855036990,twitter/1711840820616167610,twitter/855036990
twitter/1071583022846115840,twitter/1775560830387699896,twitter/1351907056610127873
twitter/1071583022846115840,twitter/1775560830387699896,twitter/1351907056610127873
twitter/2608241,twitter/1796232981222441186,twitter/2608241
twitter/2608241,twitter/1796232981222441186,twitter/2608241
twitter/1692569552570503168,twitter/1838754705222307979,twitter/1692569552570503168
twitter/1692569552570503168,twitter/1838754705222307979,twitter/1692569552570503168
twitter/1439149054328406024,twitter/1845215002162241968,twitter/592326946
twitter/1439149054328406024,twitter/1845215002162241968,twitter/592326946
twitter/1500248654317195265,twitter/1848044605876605334,twitter/1512255277214617639
twitter/1500248654317195265,twitter/1848044605876605334,twitter/1512255277214617639
twitter/1320503314753056770,twitter/1849782892341420254,twitter/22873354
twitter/1320503314753056770,twitter/1849782892341420254,twitter/22873354
twitter/1116313997463183363,twitter/1850602978354368787,twitter/1674773994786914304
twitter/1116313997463183363,twitter/1850602978354368787,twitter/1674773994786914304
twitter/1631578930737209346,twitter/1890307571736543246,twitter/1631578930737209346
twitter/1631578930737209346,twitter/1890307571736543246,twitter/1631578930737209346
twitter/245994374,twitter/1898581298400133566,twitter/245994374
twitter/245994374,twitter/1898581298400133566,twitter/245994374
twitter/1743640074351472640,twitter/1899262915334570473,twitter/1830938551107932160
twitter/1743640074351472640,twitter/1899262915334570473,twitter/1830938551107932160
twitter/24181760,twitter/1920123733185818916,twitter/3283901
twitter/24181760,twitter/1920123733185818916,twitter/3283901
twitter/116529568,twitter/1933930613838368988,twitter/116529568
twitter/116529568,twitter/1933930613838368988,twitter/116529568
