user_i,tweet_id,user_j
twitter/913660617348673536,twitter/1899660534309609554,twitter/1305977989
twitter/1739893930970296320,twitter/1899660534309609554,twitter/1692569552570503168
twitter/1164169536742023177,twitter/1899660534309609554,twitter/1763399553108398080
twitter/1630865077762138112,twitter/1899660534309609554,twitter/1030642280
twitter/921272455691321344,twitter/1899660534309609554,twitter/22873354
twitter/1436302916571312139,twitter/1899660534309609554,twitter/1129279740068737024
twitter/1263039637590872066,twitter/1899660534309609554,twitter/15499905
twitter/1618274101738569729,twitter/1899660534309609554,twitter/1247739396813549569
twitter/1653082575567724544,twitter/1899676076067967304,twitter/1773101145767972864
twitter/848221767361482752,twitter/1899676076067967304,twitter/14041792
twitter/1773101145767972864,twitter/1899808854881264067,twitter/116529568
twitter/36163784,twitter/1899808854881264067,twitter/993199663
twitter/26425847,twitter/1900139091079090543,twitter/4064434513
twitter/1682637075085164544,twitter/1900139091079090543,twitter/1656474004318715904
twitter/701643875304116224,twitter/1901782388612759563,twitter/4871096265
twitter/1675577423075713025,twitter/1901782388612759563,twitter/3225098708
twitter/263424039,twitter/1904626049100415398,twitter/2229225541
twitter/970938104973549568,twitter/1904626049100415398,twitter/1079764836676816902
twitter/348559988,twitter/1905646464212078707,twitter/2460279166
twitter/1804819293932318721,twitter/1905646464212078707,twitter/1763399553108398080
twitter/72260786,twitter/1905648935433355604,twitter/1858572661594415104
twitter/705505090531151872,twitter/1905648935433355604,twitter/1436302916571312139
twitter/1562935142,twitter/1908607400753672205,twitter/26425847
twitter/1463328397669519362,twitter/1908607400753672205,twitter/17434665
twitter/1175221,twitter/1908612028643582065,twitter/92239108
twitter/5836822,twitter/1908612028643582065,twitter/1438332160377819138
twitter/1784785800153927680,twitter/1908859231526146150,twitter/705650882
twitter/1634365835757367296,twitter/1908859231526146150,twitter/201199449
twitter/1588632865406738432,twitter/1920123733185818916,twitter/979752282
twitter/15499905,twitter/1920123733185818916,twitter/17377637
twitter/1653825464920580106,twitter/1924641763417084065,twitter/400859124
twitter/1682637075085164544,twitter/1924641763417084065,twitter/348559988
twitter/2294577649,twitter/1929293801178509764,twitter/1245134285230637057
twitter/14697183,twitter/1929293801178509764,twitter/75050644
twitter/4871096265,twitter/1929643441988005918,twitter/848221767361482752
twitter/42969356,twitter/1929643441988005918,twitter/1502185069590757376
twitter/4871096265,twitter/1929819749992804809,twitter/1351907056610127873
twitter/311857483,twitter/1929819749992804809,twitter/19718279
twitter/1784785800153927680,twitter/1933930613838368988,twitter/806321012136640512
twitter/1618274101738569729,twitter/1933930613838368988,twitter/993520008
twitter/29575129,twitter/1945885572662247429,twitter/1704021913939615744
twitter/889582208557731840,twitter/1945885572662247429,twitter/1012426446
twitter/1241035399012569088,twitter/894727241745154048,twitter/913660617348673536
twitter/1763399553108398080,twitter/894727241745154048,twitter/885461702912860161
twitter/1415161108516597766,twitter/962181740201615360,twitter/500153925
twitter/744150240136044544,twitter/962181740201615360,twitter/1012426446
