user_i,tweet_id,user_j
twitter/22168210,twitter/1711840820616167610,twitter/2810427675
twitter/1438332160377819138,twitter/1711840820616167610,twitter/979752282
twitter/847562280,twitter/1712284260860907849,twitter/908943769981956097
twitter/1263039637590872066,twitter/1712284260860907849,twitter/1704304318495723521
twitter/3310056226,twitter/1712583186109419550,twitter/855036990
twitter/55285103,twitter/1712583186109419550,twitter/43409523
twitter/943437575028699137,twitter/1723616926583185703,twitter/1128224053934690305
twitter/1247739396813549569,twitter/1723616926583185703,twitter/1825463722485465088
twitter/1825463722485465088,twitter/1733823386835730878,twitter/1186979575
twitter/56460795,twitter/1733823386835730878,twitter/1788298379455279105
twitter/1269666360969265152,twitter/1775560830387699896,twitter/1686786892287950848
twitter/1830938551107932160,twitter/1775560830387699896,twitter/1651202505127391233
twitter/1759855218722799616,twitter/1775823945054257380,twitter/1463328397669519362
twitter/1675577423075713025,twitter/1775823945054257380,twitter/1436139230145753090
twitter/1245134285230637057,twitter/1781330380613673067,twitter/2608241
twitter/52468378,twitter/1781330380613673067,twitter/1283409799191752707
twitter/16533487,twitter/1781695528717496694,twitter/993199663
twitter/943437575028699137,twitter/1781695528717496694,twitter/348559988
twitter/1129279740068737024,twitter/1783540984049029381,twitter/1764829765607792640
twitter/1175221,twitter/1783540984049029381,twitter/1682637075085164544
twitter/2534375061,twitter/1790373348398272520,twitter/44331152
twitter/1527689488549703680,twitter/1790373348398272520,twitter/44331152
twitter/1843615397339357184,twitter/1794376701335789636,twitter/1128224053934690305
twitter/1463328397669519362,twitter/1794376701335789636,twitter/14831475
twitter/2385106262,twitter/1795835166515921142,twitter/1772203187342315520
twitter/45741827,twitter/1795835166515921142,twitter/1476735846825226245
twitter/1438332160377819138,twitter/1796232981222441186,twitter/1415161108516597766
twitter/1828520552585158656,twitter/1796232981222441186,twitter/1594486270557839365
twitter/1269666360969265152,twitter/1797276533867856100,twitter/1605190297662754816
twitter/1675577423075713025,twitter/1797276533867856100,twitter/500153925
twitter/1773101145767972864,twitter/1805387974479429790,twitter/2878700520
twitter/1373995125664227328,twitter/1805387974479429790,twitter/263424039
