user_i,tweet_id,user_j
twitter/1263524305977122823,twitter/1522077455845974017,twitter/705505090531151872
twitter/1030642280,twitter/1522077455845974017,twitter/580114637
twitter/1463328397669519362,twitter/1523293259505623041,twitter/1011008340367953920
twitter/1539499688071938048,twitter/1523293259505623041,twitter/1455821491543683072
twitter/1704021913939615744,twitter/1523905108219625472,twitter/1830938551107932160
twitter/1452733698164596741,twitter/1523905108219625472,twitter/3745055235
twitter/592326946,twitter/1558704886061080588,twitter/140487956
twitter/1241035399012569088,twitter/1558704886061080588,twitter/1763399553108398080
twitter/1095865773279461376,twitter/1586589620145471489,twitter/3080907712
twitter/25282365,twitter/1586589620145471489,twitter/3283901
twitter/15577507,twitter/1605533627860652032,twitter/2534375061
twitter/744150240136044544,twitter/1605533627860652032,twitter/913660617348673536
twitter/1704304318495723521,twitter/1619499729016221696,twitter/1095865773279461376
twitter/1457998356978946053,twitter/1619499729016221696,twitter/908943769981956097
twitter/3877924333,twitter/1634030239302184966,twitter/156972610
twitter/4871096265,twitter/1634030239302184966,twitter/1320285523647184896
twitter/1513864060713902083,twitter/1651899187532034051,twitter/2439588188
twitter/703676662697717761,twitter/1651899187532034051,twitter/1720545154384244736
twitter/891119762847277056,twitter/1661943427385393152,twitter/1804819293932318721
twitter/500153925,twitter/1661943427385393152,twitter/1781187929538527232
twitter/409548427,twitter/1674114785993170944,twitter/1781187929538527232
twitter/328576792,twitter/1674114785993170944,twitter/1656128821287071744
twitter/1491292855931138049,twitter/1681271548227756032,twitter/3310056226
twitter/17434665,twitter/1681271548227756032,twitter/44331152
twitter/1720545154384244736,twitter/1681408557521010693,twitter/1283409799191752707
twitter/824460816,twitter/1681408557521010693,twitter/1129279740068737024
twitter/1630865077762138112,twitter/1703405260512141606,twitter/1651804028702175232
twitter/1190895823674105856,twitter/1703405260512141606,twitter/1526748380504150016
twitter/1797536627625238528,twitter/1704162844445692042,twitter/1539499688071938048
twitter/1164169536742023177,twitter/1704162844445692042,twitter/885461702912860161
twitter/1265111322586316801,twitter/1706683384498356379,twitter/1379705059307569152
twitter/861727430,twitter/1706683384498356379,twitter/1012426446
