msg_id,text
twitter/1155447354385768448,北欧朋友发来的，欧洲自救唯一办法！！！！！！！！！！！！！！！ $URL[0]
twitter/1205356610488430592,"1/2 No person shall be elected to the office of the President more than twice, and no person who has held the office of President, or acted as President, …"
twitter/1268472606723846144,$URL[0]
twitter/1268658677722099715,@ukinchina $URL[0]
twitter/1302348704213381120,I’m bracing myself for October/November. Stocking up on food and prepping for another lock down (POTUS’s lockdown that is).... signs have ramped up
twitter/1323940156248887296,The US formally exits the Paris climate agreement today. The only country to do so. It could rapidly return if Biden beats Trump. Those unconfirmed ballots in swing states will affect us all and future generations.
twitter/1348537600886370304,我在网上发推告知大家川普签署了反叛乱法，并且还附上消息来源，结果反应极其冷淡。难道还在等主流媒体证实么？主流媒体绝对不会报道，即便其老板被抓也不会证实。遗憾世人之于媒体权威性的心理惯性难以消减。理解不少人心理上顶不住，但在黎明前转身认可黑暗，却颇有一九一一年选择当太监的喜剧性。
twitter/1522079855206035457,没邀请码的，看评论区，有邀请码的发评论区
twitter/1523293259505623041,". @FLOTUS just met Ukraine’s First Lady, Olena Zelenska, in Uzhhorod, Ukraine.   It was Zelenska’s first public appearance since the war began.   Biden was in Ukraine for about two hours. $URL[0]"
twitter/1523294547555807233,Our story.   $URL[0]
twitter/1572106894788927488,"@wjmcgurn The Pope is suppose to be the resprsentative of God on earth. So if The Pope abandon Zen, then it means God has abandon Zen too. Its the only logical decuction😂"
twitter/1619499729016221696,@luoyufeng_ 整天发推辱骂你的母亲，你不用干正经工作吗？或者，你的正经工作，就是辱骂你娘?
twitter/1669305580094144513,@uberkieran @_ajawilson22 So celebrating the accomplishments of the men and not the women is justified because the men have better marketing?
twitter/1674114785993170944,用了三年多的三星智能手表坏了，要考虑买块什么新表了🤔。
twitter/1681271548227756032,@LiuDasheng1123 @whyyoutouzhele 天津户口还是有一些高考上的优势的。
twitter/1706683384498356379,65% of Americans want presidential elections to be decided by the popular vote.   Is it time to abolish the electoral college? What are your thoughts?
twitter/1706695926637637725,Should @GOPChairwoman  be replaced by @ScottPresler  as Chairperson of the RNC?
twitter/1714847813363015927,@leekChen2 @dapipi99 @whyyoutouzhele 哈哈哈哈哈 一条自带语音的评论
twitter/1726309222445654166,A Turkish man destroys a computer because it was an invention of an infidel. Meanwhile it's all being recorded with a camera also invented by an infidel.  $URL[0]
twitter/1763761160170660318,RT @Alex8282019: 金门渔船事件：台海转折点 $URL[0] via @YouTube
twitter/1775573322568286479,@goetunion 元代王京《云南志略》： 白人，有姓氏。妇人不施脂粉，酥泽其发，以靑纱分编，绕首盘系，裹以攒顶黑巾。 我也没有证据说吴越妇女包头的源头在哪，只是觉得不会来自北朝。
