user_i,tweet_id,user_j
twitter/1095865773279461376,twitter/1586589620145471489,twitter/3080907712
twitter/25282365,twitter/1586589620145471489,twitter/3283901
twitter/15577507,twitter/1605533627860652032,twitter/2534375061
twitter/744150240136044544,twitter/1605533627860652032,twitter/913660617348673536
twitter/1704304318495723521,twitter/1619499729016221696,twitter/1095865773279461376
twitter/1457998356978946053,twitter/1619499729016221696,twitter/908943769981956097
twitter/3877924333,twitter/1634030239302184966,twitter/156972610
twitter/4871096265,twitter/1634030239302184966,twitter/1320285523647184896
twitter/1513864060713902083,twitter/1651899187532034051,twitter/2439588188
twitter/703676662697717761,twitter/1651899187532034051,twitter/1720545154384244736
twitter/891119762847277056,twitter/1661943427385393152,twitter/1804819293932318721
twitter/500153925,twitter/1661943427385393152,twitter/1781187929538527232
twitter/409548427,twitter/1674114785993170944,twitter/1781187929538527232
twitter/328576792,twitter/1674114785993170944,twitter/1656128821287071744
twitter/1491292855931138049,twitter/1681271548227756032,twitter/3310056226
twitter/17434665,twitter/1681271548227756032,twitter/44331152
twitter/1720545154384244736,twitter/1681408557521010693,twitter/1283409799191752707
twitter/824460816,twitter/1681408557521010693,twitter/1129279740068737024
twitter/1630865077762138112,twitter/1703405260512141606,twitter/1651804028702175232
twitter/1190895823674105856,twitter/1703405260512141606,twitter/1526748380504150016
twitter/1797536627625238528,twitter/1704162844445692042,twitter/1539499688071938048
twitter/1164169536742023177,twitter/1704162844445692042,twitter/885461702912860161
twitter/1265111322586316801,twitter/1706683384498356379,twitter/1379705059307569152
twitter/861727430,twitter/1706683384498356379,twitter/1012426446
twitter/22168210,twitter/1711840820616167610,twitter/2810427675
twitter/1438332160377819138,twitter/1711840820616167610,twitter/979752282
twitter/847562280,twitter/1712284260860907849,twitter/908943769981956097
twitter/1263039637590872066,twitter/1712284260860907849,twitter/1704304318495723521
twitter/3310056226,twitter/1712583186109419550,twitter/855036990
twitter/55285103,twitter/1712583186109419550,twitter/43409523
twitter/943437575028699137,twitter/1723616926583185703,twitter/1128224053934690305
twitter/1247739396813549569,twitter/1723616926583185703,twitter/1825463722485465088
twitter/1825463722485465088,twitter/1733823386835730878,twitter/1186979575
twitter/56460795,twitter/1733823386835730878,twitter/1788298379455279105
twitter/1269666360969265152,twitter/1775560830387699896,twitter/1686786892287950848
twitter/1830938551107932160,twitter/1775560830387699896,twitter/1651202505127391233
twitter/1759855218722799616,twitter/1775823945054257380,twitter/1463328397669519362
twitter/1675577423075713025,twitter/1775823945054257380,twitter/1436139230145753090
twitter/1245134285230637057,twitter/1781330380613673067,twitter/2608241
twitter/52468378,twitter/1781330380613673067,twitter/1283409799191752707
