user_i,tweet_id,user_j
twitter/16533487,twitter/1781695528717496694,twitter/993199663
twitter/943437575028699137,twitter/1781695528717496694,twitter/348559988
twitter/1129279740068737024,twitter/1783540984049029381,twitter/1764829765607792640
twitter/1175221,twitter/1783540984049029381,twitter/1682637075085164544
twitter/2534375061,twitter/1790373348398272520,twitter/44331152
twitter/1527689488549703680,twitter/1790373348398272520,twitter/44331152
twitter/1843615397339357184,twitter/1794376701335789636,twitter/1128224053934690305
twitter/1463328397669519362,twitter/1794376701335789636,twitter/14831475
twitter/2385106262,twitter/1795835166515921142,twitter/1772203187342315520
twitter/45741827,twitter/1795835166515921142,twitter/1476735846825226245
twitter/1438332160377819138,twitter/1796232981222441186,twitter/1415161108516597766
twitter/1828520552585158656,twitter/1796232981222441186,twitter/1594486270557839365
twitter/1269666360969265152,twitter/1797276533867856100,twitter/1605190297662754816
twitter/1675577423075713025,twitter/1797276533867856100,twitter/500153925
twitter/1773101145767972864,twitter/1805387974479429790,twitter/2878700520
twitter/1373995125664227328,twitter/1805387974479429790,twitter/263424039
twitter/894164382443200512,twitter/1817110285779689945,twitter/92239108
twitter/1764829765607792640,twitter/1817110285779689945,twitter/15530583
twitter/1704021913939615744,twitter/1818250740982276507,twitter/42969356
twitter/1164169536742023177,twitter/1818250740982276507,twitter/92239108
twitter/1618274101738569729,twitter/1818936408360534063,twitter/1116313997463183363
twitter/1643243665148760072,twitter/1818936408360534063,twitter/1656128821287071744
twitter/1129279740068737024,twitter/1820872306924908969,twitter/1540583412582567936
twitter/1539499688071938048,twitter/1820872306924908969,twitter/1455821491543683072
twitter/2439588188,twitter/1823376041588478310,twitter/226273941
twitter/1717723905509797888,twitter/1823376041588478310,twitter/1764829765607792640
twitter/1512255277214617639,twitter/1824647342978400292,twitter/1283409799191752707
twitter/1619878405,twitter/1824647342978400292,twitter/140487956
twitter/1266165136898895872,twitter/1824740538203177240,twitter/1764858531134533632
twitter/1717723905509797888,twitter/1824740538203177240,twitter/116529568
twitter/4064434513,twitter/1827244002917171529,twitter/15530583
twitter/39366506,twitter/1827244002917171529,twitter/121963311
twitter/1350069356047212544,twitter/1831604465134186739,twitter/1763399553108398080
twitter/245994374,twitter/1831604465134186739,twitter/53104807
twitter/1439149054328406024,twitter/1833026369770393921,twitter/948428960483876864
twitter/2878700520,twitter/1833026369770393921,twitter/57140687
twitter/1733074634117951488,twitter/1834477926399742223,twitter/744381187
twitter/855036990,twitter/1834477926399742223,twitter/1484285901140373505
twitter/116529568,twitter/1838754705222307979,twitter/5836822
twitter/1830938551107932160,twitter/1838754705222307979,twitter/1600956195770023936
