user_i,tweet_id,user_j
twitter/52468378,twitter/1860857539883118732,twitter/1404556131452653569
twitter/1792231432326119424,twitter/1860857539883118732,twitter/409548427
twitter/1164169536742023177,twitter/1861110868039119312,twitter/1320285523647184896
twitter/15499905,twitter/1861110868039119312,twitter/704857882743812099
twitter/2878700520,twitter/1861421801823519155,twitter/3283901
twitter/1436139230145753090,twitter/1861421801823519155,twitter/1190895823674105856
twitter/1630865077762138112,twitter/1862055700970819712,twitter/116529568
twitter/1116313997463183363,twitter/1862055700970819712,twitter/26425847
twitter/42969356,twitter/1862928782837092773,twitter/1350069356047212544
twitter/1186979575,twitter/1862928782837092773,twitter/1513864060713902083
twitter/943437575028699137,twitter/1863507343826108544,twitter/1457998356978946053
twitter/140487956,twitter/1863507343826108544,twitter/1788298379455279105
twitter/1605190297662754816,twitter/1866165090443038903,twitter/14844867
twitter/328576792,twitter/1866165090443038903,twitter/1781187929538527232
twitter/1781187929538527232,twitter/1868402387398037739,twitter/15577507
twitter/1520773345532338176,twitter/1868402387398037739,twitter/1350069356047212544
twitter/427743501,twitter/1869775388760752589,twitter/1415161108516597766
twitter/1631578930737209346,twitter/1869775388760752589,twitter/1079818036000030723
twitter/3310056226,twitter/1871621308712157471,twitter/1513864060713902083
twitter/1594486270557839365,twitter/1871621308712157471,twitter/943437575028699137
twitter/970938104973549568,twitter/1872059634489704794,twitter/1491292855931138049
twitter/1336551801508655105,twitter/1872059634489704794,twitter/1116313997463183363
twitter/824460816,twitter/1873739190183342416,twitter/500153925
twitter/328576792,twitter/1873739190183342416,twitter/1012426446
twitter/1283409799191752707,twitter/1873739190183342416,twitter/1788298379455279105
twitter/1383108681135378432,twitter/1873739190183342416,twitter/1439149054328406024
twitter/1739893930970296320,twitter/1873739190183342416,twitter/913202969503346688
twitter/1656474004318715904,twitter/1873739190183342416,twitter/3868113935
twitter/1190393433644339200,twitter/1873739190183342416,twitter/1682637075085164544
twitter/1373995125664227328,twitter/1873739190183342416,twitter/25282365
twitter/1512255277214617639,twitter/1873758531520025048,twitter/1611330764888739841
twitter/1014060822341926912,twitter/1873758531520025048,twitter/1513864060713902083
twitter/1784785800153927680,twitter/1873837188166684688,twitter/1781187929538527232
twitter/2385106262,twitter/1873837188166684688,twitter/22873354
twitter/913660617348673536,twitter/1874505897516691540,twitter/1544498412694806530
twitter/17434665,twitter/1874505897516691540,twitter/1621258295368630272
twitter/1457998356978946053,twitter/1884969090227515610,twitter/1803412451188416514
twitter/1594486270557839365,twitter/1884969090227515610,twitter/121963311
twitter/46315077,twitter/1887246764668789136,twitter/5836822
twitter/1618274101738569729,twitter/1887246764668789136,twitter/1630865077762138112
twitter/1797536627625238528,twitter/1888942482941170078,twitter/1491292855931138049
twitter/1263039637590872066,twitter/1888942482941170078,twitter/26425847
twitter/22168210,twitter/1890307571736543246,twitter/1656128821287071744
twitter/1201888874378780674,twitter/1890307571736543246,twitter/1825463722485465088
twitter/3868113935,twitter/1890572563069235504,twitter/1797536627625238528
twitter/2917823769,twitter/1890572563069235504,twitter/15220945
