user_i,tweet_id,user_j
twitter/436972374,twitter/1268472606723846144,twitter/1379705059307569152
twitter/1675577423075713025,twitter/1268472606723846144,twitter/1653825464920580106
twitter/4848607524,twitter/1740761805096394842,twitter/1320285523647184896
twitter/2878700520,twitter/1740761805096394842,twitter/1743640074351472640
twitter/1704021913939615744,twitter/1833706382429757874,twitter/245994374
twitter/1390814785541971972,twitter/1833706382429757874,twitter/705650882
twitter/309070309,twitter/1853835480694947943,twitter/1562935142
twitter/1797536627625238528,twitter/1853835480694947943,twitter/1733074634117951488
twitter/1415161108516597766,twitter/1701119929087393890,twitter/245994374
twitter/348559988,twitter/1701119929087393890,twitter/1404556131452653569
twitter/852619816254939136,twitter/1850131648966459716,twitter/1804819293932318721
twitter/1764858531134533632,twitter/1850131648966459716,twitter/400859124
twitter/1773101145767972864,twitter/1878537556544868542,twitter/580114637
twitter/22873354,twitter/1878537556544868542,twitter/2878700520
twitter/1404556131452653569,twitter/1882508357833212178,twitter/1175398772391723008
twitter/1656474004318715904,twitter/1882508357833212178,twitter/913660617348673536
twitter/1118560896450646016,twitter/1825515285249732821,twitter/1663997804602355713
twitter/705650882,twitter/1825515285249732821,twitter/993199663
twitter/121963311,twitter/1929202324066476062,twitter/1764858531134533632
twitter/1544498412694806530,twitter/1929202324066476062,twitter/1651804028702175232
twitter/1539499688071938048,twitter/1867367783576567840,twitter/1269666360969265152
twitter/1659556481505607681,twitter/1867367783576567840,twitter/894164382443200512
twitter/4871096265,twitter/1787854924749099401,twitter/1390814785541971972
twitter/894164382443200512,twitter/1787854924749099401,twitter/2460279166
twitter/908943769981956097,twitter/1815173039644119178,twitter/701643875304116224
twitter/260557395,twitter/1815173039644119178,twitter/861727430
twitter/1739893930970296320,twitter/1780991094987051413,twitter/25282365
twitter/29575129,twitter/1780991094987051413,twitter/1788298379455279105
twitter/1095865773279461376,twitter/1785949440471339483,twitter/500153925
twitter/1336551801508655105,twitter/1785949440471339483,twitter/2534375061
twitter/703676662697717761,twitter/1411696487289954310,twitter/46315077
twitter/2470055959,twitter/1411696487289954310,twitter/2385106262
twitter/1739893930970296320,twitter/1806898907219378187,twitter/1266165136898895872
twitter/3283901,twitter/1806898907219378187,twitter/1729107578917957632
twitter/111014459,twitter/1843349385117347870,twitter/201199449
twitter/1116313997463183363,twitter/1843349385117347870,twitter/400859124
twitter/1452733698164596741,twitter/1819738154233974897,twitter/908943769981956097
twitter/309070309,twitter/1819738154233974897,twitter/2608241
twitter/75050644,twitter/1323940156248887296,twitter/2917823769
twitter/885461702912860161,twitter/1323940156248887296,twitter/1266165136898895872
twitter/3283901,twitter/1568974009576083456,twitter/4064434513
twitter/15631093,twitter/1568974009576083456,twitter/201199449
twitter/1643243665148760072,twitter/1819201346022920374,twitter/115701144
twitter/1828520552585158656,twitter/1819201346022920374,twitter/1283409799191752707
twitter/1436302916571312139,twitter/1819201346022920374,twitter/1438332160377819138
twitter/1190393433644339200,twitter/1819201346022920374,twitter/1643243665148760072
twitter/39366506,twitter/1819201346022920374,twitter/2294577649
twitter/1876155543787859968,twitter/1819201346022920374,twitter/3868113935
twitter/1653825464920580106,twitter/1819201346022920374,twitter/72260786
twitter/2460279166,twitter/1819201346022920374,twitter/140487956
twitter/1205537149556264965,twitter/1819201346022920374,twitter/1305977989
twitter/3225098708,twitter/1819201346022920374,twitter/1452733698164596741
twitter/1463328397669519362,twitter/1819201346022920374,twitter/15530583
twitter/701643875304116224,twitter/1819201346022920374,twitter/1201888874378780674
twitter/861727430,twitter/1824140978380308540,twitter/1400147732141068294
twitter/1858572661594415104,twitter/1824140978380308540,twitter/14831475
twitter/705505090531151872,twitter/1841412664343548317,twitter/1692569552570503168
twitter/1164169536742023177,twitter/1841412664343548317,twitter/1653825464920580106
twitter/2878700520,twitter/1332925401325191168,twitter/1781187929538527232
twitter/55285103,twitter/1332925401325191168,twitter/792583894197567489
