tweet_id,tweet_text,text_lu,image_prompt,image_lu
1486929963395731461,An unprecedented 243 global NGOs+#HumanRights groups call for diplomatic boycott of #Beijing2022—and call out crushing repression in #China ahead of Winter @Olympics next week (+@HRW @UyghurProject @CHRDnet @TibetAction @hrichina @FreedomHouse—list below)  https://t.co/SU5ChsnWoV https://t.co/gD1xkwLiTq,0.42082321643829346,"A solemn protest scene with diverse activists holding banners of human rights organizations, set against the Beijing cityscape. Snowflakes fall gently, symbolizing the Winter Olympics, while a giant red dragon, representing China, looms in the background, signifying repression and global scrutiny.",0.36302974820137024
1489619663902453766,The #Beijing2022 Winter Olympics opened in the shadow of a diplomatic boycott over China's human rights record and devoid of most spectators due to the coronavirus pandemic https://t.co/Z5nw3xZUHp https://t.co/X1tma7nYQn,0.41334331035614014,"A deserted Beijing Olympic stadium under overcast skies, symbolic figures of athletes competing, a background of empty seats, and shadowy figures representing diplomatic tensions, capturing the somber atmosphere and global controversy surrounding the event.",0.36932799220085144
1491277140729294848,"Eileen Gu's message is she's proud of her dual heritage. But she's walking a tightrope. Some have accused her of prioritizing profit, while staying silent on human rights issues in China.  Eileen's more than just the poster child of Beijing's Olympics...@cnn @ErinBurnett https://t.co/9cFr8CMmds",0.4162431061267853,"Eileen Gu balancing on a tightrope, surrounded by Chinese and American cultural symbols, with a backdrop of the Beijing Olympics stadium. A complex expression reflecting pride, tension, and contemplation, highlighting the dual heritage and controversy surrounding her actions.",0.40178394317626953
1497933809701949444,Remember when players were told to stop showing support for Palestine because it’s “anti-Semitic” and we need to “keep politics out of football”  When Özil spoke out about a GENOCIDE against Uyghur Muslims he was kicked out of the club  I wonder what the difference is…,0.3965286910533905,"A football stadium split in two: one half with players holding banners supporting Palestine, the other with Mesut Özil speaking out against Uyghur genocide, highlighting contrasting reactions, under a stormy sky, symbolizing conflict and the politicization of sports.",0.3913141191005707
1507025671058456580,"@JESTRAMENTAL1 @CominternQueer I don't know what underground churches means.  I think Social credit system and Uighur Camps are ridiculous and lame slanders.  I guess the tennis player you said should be 彭帅. I didn't know her story in detail. In my opinion, she may be a high-level mistress who wants to rise",0.41775059700012207,"A tennis court shrouded in mystery, featuring 彭帅 in a poised stance, surrounded by shadowy figures symbolizing hidden truths, with a backdrop of symbols representing social systems and enigmatic narratives, capturing the tension between reality and perception.",0.3701325058937073
1516391433514545153,I hope people - especially football journalists in Europe and the Americas - remember this when China tries to bid for a World Cup,0.4292200803756714,"A globe with football journalists surrounding it, split into hemispheres of Europe and the Americas, observing a large soccer ball with the Chinese flag, symbolizing China's World Cup bid. Intense, thoughtful expressions convey the weight of decision-making and global impact.",0.42431557178497314
1587425247011160065,"A Chinese father brutally assaulted his daughter on a Serbian tennis court. He plead innocent when charged because he claimed that ‘it’s normal behavior in China.’ If this is how a father ‘normally’ treats his daughter in China, then #PengShuai should be in our prayers. #China",0.40906158089637756,"A tense scene on a Serbian tennis court, a distressed daughter, father in confrontation, capturing cultural conflict. Dark clouds overhead symbolize troubling norms. Portrait of #PengShuai in prayer, highlighting global concern and empathy for Chinese women's struggles.",0.39182981848716736
1614891086958166016,VIEWER DISCRETION IS ADVISED!!  Footage of former Zambian Footballer Philemon Mulala has emerged as he was mauled to death by his three dogs in his house at Litchenburg .  Pastor Tunde Bakare Nana Reno Omokri Emefiele Davido and Chioma Big Brother Titans Ebuka https://t.co/i5Uyf0kAt4,0.4074658751487732,"Somber scene depicting a shadowy silhouette of Philemon Mulala, surrounded by three dogs in a dimly lit room, evoking tension and tragedy. Include Pastor Tunde Bakare, Davido, Chioma, and Ebuka observing the scene with concerned expressions, symbolizing communal shock and sorrow.",0.37867531180381775
1618384607203971073,"@SenTomCotton Half of the GOP whines about the U.S. helping Ukraine. The other half ridicules Biden for not doing enough. If Biden were to do anything different, he'd still have half of y'all soapboxing about how terrible of a job he's doing.",0.41913139820098877,"A political stage featuring divided podiums, each with a speaker expressing contrasting views on Ukraine and Biden, symbolizing political discord. In the background, a large clock symbolizes the perpetual cycle of criticism, capturing the ongoing political debate and discord.",0.31966426968574524
1626270704407838720,"My life’s more than just basketball… because there’s a whole lot more to life! 🙏🏾 With @LIFEWTR, we're hoping others go out &amp; find their passion &amp; purpose like I've found mine. Because to live a meaningful life requires more!! 👑💧 #LifeWTRpartner https://t.co/89RccTH5hP https://t.co/zxpmXALglk",0.4441526532173157,"A serene landscape with a basketball gently placed on lush grass, surrounded by symbols of diverse passions like art, music, and nature, under a clear blue sky. A sense of exploration and fulfillment, embodying the journey to find one's passion and purpose in life.",0.3346359431743622
