user_i,tweet_id,user_j
twitter/56460795,twitter/1293858191600521224,twitter/56460795
twitter/56460795,twitter/1293858191600521224,twitter/56460795
twitter/1030642280,twitter/1681408557521010693,twitter/14831475
twitter/1030642280,twitter/1681408557521010693,twitter/14831475
twitter/72260786,twitter/1775823945054257380,twitter/72260786
twitter/72260786,twitter/1775823945054257380,twitter/72260786
twitter/587074680,twitter/1783540984049029381,twitter/587074680
twitter/587074680,twitter/1783540984049029381,twitter/587074680
twitter/1562935142,twitter/1795835166515921142,twitter/1562935142
twitter/1562935142,twitter/1795835166515921142,twitter/1562935142
twitter/1643243665148760072,twitter/1818250740982276507,twitter/1661465634616516611
twitter/1643243665148760072,twitter/1818250740982276507,twitter/1661465634616516611
twitter/1656474004318715904,twitter/1818936408360534063,twitter/1803412451188416514
twitter/1656474004318715904,twitter/1818936408360534063,twitter/1803412451188416514
twitter/201199449,twitter/1820872306924908969,twitter/260557395
twitter/201199449,twitter/1820872306924908969,twitter/260557395
twitter/1526748380504150016,twitter/1834477926399742223,twitter/3868113935
twitter/1526748380504150016,twitter/1834477926399742223,twitter/3868113935
twitter/1772203187342315520,twitter/1843583023587176642,twitter/1772203187342315520
twitter/1772203187342315520,twitter/1843583023587176642,twitter/1772203187342315520
twitter/1438332160377819138,twitter/1852165960326906211,twitter/859126951801274368
twitter/1438332160377819138,twitter/1852165960326906211,twitter/859126951801274368
twitter/1483251389035958273,twitter/1858524322685493393,twitter/1483251389035958273
twitter/1483251389035958273,twitter/1858524322685493393,twitter/1483251389035958273
twitter/44331152,twitter/1859460752102523004,twitter/44331152
twitter/44331152,twitter/1859460752102523004,twitter/44331152
twitter/1464032947120619521,twitter/1862928782837092773,twitter/1706689638541434881
twitter/1464032947120619521,twitter/1862928782837092773,twitter/1706689638541434881
twitter/1305977989,twitter/1873758531520025048,twitter/744381187
twitter/1305977989,twitter/1873758531520025048,twitter/744381187
twitter/1081878133664612352,twitter/1887246764668789136,twitter/427743501
twitter/1081878133664612352,twitter/1887246764668789136,twitter/427743501
twitter/1308936076724117506,twitter/1888942482941170078,twitter/1720545154384244736
twitter/1308936076724117506,twitter/1888942482941170078,twitter/1720545154384244736
twitter/889582208557731840,twitter/1899588164920238550,twitter/889582208557731840
twitter/889582208557731840,twitter/1899588164920238550,twitter/889582208557731840
twitter/1266165136898895872,twitter/1908612028643582065,twitter/14844867
twitter/1266165136898895872,twitter/1908612028643582065,twitter/14844867
twitter/14041792,twitter/1908859231526146150,twitter/14041792
twitter/14041792,twitter/1908859231526146150,twitter/14041792
twitter/2917823769,twitter/1945885572662247429,twitter/2917823769
twitter/2917823769,twitter/1945885572662247429,twitter/2917823769
twitter/1729107578917957632,twitter/1805628030775095613,twitter/1729107578917957632
twitter/1729107578917957632,twitter/1805628030775095613,twitter/1729107578917957632
twitter/1653825464920580106,twitter/1867367783576567840,twitter/1653825464920580106
twitter/1653825464920580106,twitter/1867367783576567840,twitter/1653825464920580106
twitter/135813522,twitter/1819201346022920374,twitter/1491292855931138049
twitter/1764829765607792640,twitter/1819201346022920374,twitter/1436139230145753090
twitter/1764829765607792640,twitter/1819201346022920374,twitter/1436139230145753090
twitter/1436139230145753090,twitter/1819201346022920374,twitter/1764829765607792640
twitter/135813522,twitter/1819201346022920374,twitter/1764829765607792640
twitter/1436139230145753090,twitter/1819201346022920374,twitter/1491292855931138049
twitter/135813522,twitter/1819201346022920374,twitter/1764829765607792640
twitter/135813522,twitter/1819201346022920374,twitter/1764829765607792640
twitter/1764829765607792640,twitter/1819201346022920374,twitter/1436139230145753090
twitter/1436139230145753090,twitter/1819201346022920374,twitter/1764829765607792640
twitter/1764829765607792640,twitter/1819201346022920374,twitter/1436139230145753090
twitter/135813522,twitter/1819201346022920374,twitter/1764829765607792640
twitter/1128224053934690305,twitter/1841412664343548317,twitter/1128224053934690305
twitter/1128224053934690305,twitter/1841412664343548317,twitter/1128224053934690305
