user_i,tweet_id,user_j
twitter/3225098708,twitter/1193753413411950593,twitter/57140687
twitter/3225098708,twitter/1193753413411950593,twitter/57140687
twitter/1095865773279461376,twitter/1249304543285800960,twitter/1095865773279461376
twitter/1095865773279461376,twitter/1249304543285800960,twitter/1095865773279461376
twitter/1241035399012569088,twitter/1302348704213381120,twitter/1241035399012569088
twitter/1241035399012569088,twitter/1302348704213381120,twitter/1241035399012569088
twitter/979752282,twitter/1520142866814685186,twitter/979752282
twitter/979752282,twitter/1520142866814685186,twitter/979752282
twitter/1247739396813549569,twitter/1523905108219625472,twitter/3080907712
twitter/1247739396813549569,twitter/1523905108219625472,twitter/3080907712
twitter/15499905,twitter/1651899187532034051,twitter/704857882743812099
twitter/15499905,twitter/1651899187532034051,twitter/704857882743812099
twitter/55285103,twitter/1674114785993170944,twitter/55285103
twitter/55285103,twitter/1674114785993170944,twitter/55285103
twitter/1651804028702175232,twitter/1712284260860907849,twitter/1651804028702175232
twitter/1651804028702175232,twitter/1712284260860907849,twitter/1651804028702175232
twitter/1129279740068737024,twitter/1723616926583185703,twitter/1129279740068737024
twitter/1129279740068737024,twitter/1723616926583185703,twitter/1129279740068737024
twitter/1605190297662754816,twitter/1831604465134186739,twitter/42969356
twitter/1605190297662754816,twitter/1831604465134186739,twitter/42969356
twitter/1336551801508655105,twitter/1846762902172111104,twitter/263424039
twitter/1336551801508655105,twitter/1846762902172111104,twitter/263424039
twitter/1109522844851961856,twitter/1852794961781285247,twitter/1109522844851961856
twitter/1109522844851961856,twitter/1852794961781285247,twitter/1109522844851961856
twitter/1825463722485465088,twitter/1862055700970819712,twitter/1843615397339357184
twitter/1825463722485465088,twitter/1862055700970819712,twitter/1843615397339357184
twitter/705650882,twitter/1866165090443038903,twitter/705650882
twitter/705650882,twitter/1866165090443038903,twitter/705650882
twitter/1675577423075713025,twitter/1873739190183342416,twitter/1455821491543683072
twitter/1164169536742023177,twitter/1873739190183342416,twitter/1455821491543683072
twitter/1164169536742023177,twitter/1873739190183342416,twitter/1455821491543683072
twitter/1164169536742023177,twitter/1873739190183342416,twitter/1675577423075713025
twitter/1455821491543683072,twitter/1873739190183342416,twitter/1675577423075713025
twitter/1164169536742023177,twitter/1873739190183342416,twitter/1675577423075713025
twitter/1455821491543683072,twitter/1873739190183342416,twitter/1675577423075713025
twitter/1675577423075713025,twitter/1873739190183342416,twitter/1455821491543683072
twitter/757281780407738368,twitter/1893669581224288601,twitter/894164382443200512
twitter/757281780407738368,twitter/1893669581224288601,twitter/894164382443200512
twitter/1520773345532338176,twitter/1897455261394043071,twitter/16533487
twitter/1520773345532338176,twitter/1897455261394043071,twitter/53104807
twitter/53104807,twitter/1897455261394043071,twitter/16533487
twitter/1520773345532338176,twitter/1897455261394043071,twitter/53104807
twitter/1520773345532338176,twitter/1897455261394043071,twitter/16533487
twitter/1520773345532338176,twitter/1897455261394043071,twitter/16533487
twitter/53104807,twitter/1897455261394043071,twitter/16533487
twitter/16533487,twitter/1897455261394043071,twitter/53104807
twitter/1175221,twitter/1899808854881264067,twitter/1175221
twitter/1175221,twitter/1899808854881264067,twitter/1175221
twitter/1656128821287071744,twitter/1905646464212078707,twitter/1663250673515786240
twitter/1656128821287071744,twitter/1905646464212078707,twitter/1663250673515786240
twitter/1201888874378780674,twitter/1905648935433355604,twitter/1201888874378780674
twitter/1201888874378780674,twitter/1905648935433355604,twitter/1201888874378780674
twitter/45741827,twitter/1196636807728791552,twitter/45741827
twitter/45741827,twitter/1196636807728791552,twitter/45741827
twitter/58826629,twitter/1853835480694947943,twitter/58826629
twitter/58826629,twitter/1853835480694947943,twitter/58826629
twitter/4848607524,twitter/1882508357833212178,twitter/580114637
twitter/4848607524,twitter/1882508357833212178,twitter/580114637
twitter/1588064749354307584,twitter/1785949440471339483,twitter/899233803851276288
twitter/1588064749354307584,twitter/1785949440471339483,twitter/899233803851276288
twitter/100188103,twitter/1824140978380308540,twitter/891119762847277056
twitter/100188103,twitter/1824140978380308540,twitter/891119762847277056
twitter/1079764836676816902,twitter/1332925401325191168,twitter/1245134285230637057
twitter/1079764836676816902,twitter/1332925401325191168,twitter/1245134285230637057
